timestamp,x,y,z,qx,qy,qz,qw
0.305674657,0.305674657,-0.1528373285,0.23056746570000003,0,0,0.09157392518246217,0.9957982808916055
0.315360318,0.315360318,-0.157680159,0.23153603180000001,0,0,0.09446702389989625,0.9955279912666928
0.324518113,0.324518113,-0.1622590565,0.2324518113,0,0,0.0972017163253676,0.9952647016464529
0.334381873,0.334381873,-0.1671909365,0.23343818730000002,0,0,0.10014640210318647,0.9949727122618925
0.345151191,0.345151191,-0.1725755955,0.2345151191,0,0,0.103360427107252,0.9946439675120975
0.355699014,0.355699014,-0.177849507,0.2355699014,0,0,0.10650730293165861,0.9943119200845497
0.36522278,0.36522278,-0.18261139,0.23652227800000003,0,0,0.10934774256450754,0.994003556933297
0.374420173,0.374420173,-0.1872100865,0.23744201730000003,0,0,0.11208999524392552,0.9936980592545287
0.384467014,0.384467014,-0.192233507,0.23844670140000002,0,0,0.11508453948912939,0.9933557010308921
0.395294681,0.395294681,-0.1976473405,0.2395294681,0,0,0.11831064408364819,0.9929766318985117
0.405690639,0.405690639,-0.2028453195,0.24056906390000002,0,0,0.1214069466776505,0.9926028174946967
0.415074809,0.415074809,-0.2075374045,0.24150748090000002,0,0,0.1242008879474894,0.9922570934153382
0.424349384,0.424349384,-0.212174692,0.24243493840000002,0,0,0.12696123247865188,0.9919076799014622
0.434577112,0.434577112,-0.217288556,0.2434577112,0,0,0.13000411864573866,0.9915134538346642
0.445424373,0.445424373,-0.2227121865,0.24454243730000003,0,0,0.13322998616649467,0.9910851481008459
0.455649926,0.455649926,-0.227824963,0.2455649926,0,0,0.13626967262596396,0.9906717803200072
0.464923336,0.464923336,-0.232461668,0.2464923336,0,0,0.13902521340951382,0.9902888417206563
0.474309059,0.474309059,-0.2371545295,0.2474309059,0,0,0.14181303163876713,0.9898934609630584
0.484707012,0.484707012,-0.242353506,0.2484707012,0,0,0.14490019637548604,0.9894462760000391
0.495534193,0.495534193,-0.2477670965,0.24955341930000002,0,0,0.14811330051561483,0.9889703990567014
0.50557878,0.50557878,-0.25278939,0.250557878,0,0,0.15109276330345198,0.988519588514728
0.514775453,0.514775453,-0.2573877265,0.2514775453,0,0,0.15381951220063805,0.9880989614741824
0.524301088,0.524301088,-0.262150544,0.2524301088,0,0,0.1566425612976687,0.9876553589132729
0.534850631,0.534850631,-0.2674253155,0.2534850631,0,0,0.15976756538963763,0.9871546611597738
0.545619,0.545619,-0.2728095,0.2545619,0,0,0.16295573985584963,0.986633380161057
0.555480533,0.555480533,-0.2777402665,0.2555480533,0,0,0.1658739377557865,0.9861469650987065
0.564638084,0.564638084,-0.282319042,0.25646380840000005,0,0,0.16858251572215058,0.9856875445052509
0.574325843,0.574325843,-0.2871629215,0.25743258430000004,0,0,0.1714465307174556,0.9851934262392074
0.585001243,0.585001243,-0.2925006215,0.2585001243,0,0,0.1746008462510224,0.984639296640362
0.595674822,0.595674822,-0.297837411,0.25956748220000003,0,0,0.17775283334431263,0.9840751649330802
0.605359785,0.605359785,-0.3026798925,0.2605359785,0,0,0.18061129850768534,0.9835545530632085
0.614517662,0.614517662,-0.307258831,0.2614517662,0,0,0.18331279496729003,0.983054636935954
0.624382165,0.624382165,-0.3121910825,0.2624382165,0,0,0.18622119164156786,0.982507846168973
0.635151798,0.635151798,-0.317575899,0.2635151798,0,0,0.18939458884769808,0.9819010590254048
0.645699046,0.645699046,-0.322849523,0.2645699046,0,0,0.19250054174912512,0.9812968671234477
0.65522219,0.65522219,-0.327611095,0.265522219,0,0,0.19530326174091617,0.9807429000269944
0.664419825,0.664419825,-0.3322099125,0.2664419825,0,0,0.19800866938574274,0.9802002687451619
0.674467418,0.674467418,-0.337233709,0.2674467418,0,0,0.2009623613792596,0.9795989635094924
0.685295245,0.685295245,-0.3426476225,0.2685295245,0,0,0.20414337396213844,0.9789410007080889
0.695690538,0.695690538,-0.347845269,0.2695690538,0,0,0.20719528986657482,0.9782996022983481
0.705074191,0.705074191,-0.3525370955,0.27050741910000003,0,0,0.20994847244206052,0.977712452063103
0.714349154,0.714349154,-0.357174577,0.27143491540000003,0,0,0.21266813024121364,0.9771244886807956
0.724577608,0.724577608,-0.362288804,0.2724577608,0,0,0.21566546616961382,0.9764673095920022
0.735424867,0.735424867,-0.3677124335,0.27354248670000003,0,0,0.218841916792662,0.9757603268500485
0.745649695,0.745649695,-0.3728248475,0.27456496950000003,0,0,0.22183397698503635,0.9750844510374486
0.754922718,0.754922718,-0.377461359,0.2754922718,0,0,0.2245457092619785,0.9744635572724283
0.76430896,0.76430896,-0.38215448,0.27643089600000004,0,0,0.22728878063996266,0.9738274026721567
0.774707577,0.774707577,-0.3873537885,0.2774707577,0,0,0.2303256072030207,0.9731136185803587
0.785534594,0.785534594,-0.392767297,0.27855345940000004,0,0,0.23348516196460362,0.9723603648557272
0.79557843,0.79557843,-0.397789215,0.27955784300000003,0,0,0.23641396602827494,0.9716524258533921
0.804774864,0.804774864,-0.402387432,0.28047748640000003,0,0,0.2390937840940295,0.9709964790912465
0.814301123,0.814301123,-0.4071505615,0.28143011230000003,0,0,0.24186779310658074,0.9703092139404594
0.824851238,0.824851238,-0.412425619,0.2824851238,0,0,0.2449376386695567,0.9695388353041778
0.83561929,0.83561929,-0.417809645,0.283561929,0,0,0.24806836856787703,0.9687425274633461
0.845480081,0.845480081,-0.4227400405,0.2845480081,0,0,0.2509330492237278,0.9680044446216568
0.854637552,0.854637552,-0.427318776,0.2854637552,0,0,0.25359144073015316,0.9673114189279506
0.864326011,0.864326011,-0.4321630055,0.2864326011,0,0,0.2564018927136999,0.9665702609809761
0.875001865,0.875001865,-0.4375009325,0.28750018650000003,0,0,0.2594962612784168,0.9657441122691475
0.885674987,0.885674987,-0.4428374935,0.28856749870000004,0,0,0.26258717718555924,0.964908272520098
0.895359251,0.895359251,-0.4476796255,0.28953592510000004,0,0,0.26538939297388575,0.9641413123069421
0.904517211,0.904517211,-0.4522586055,0.2904517211,0,0,0.2680372583156569,0.9634085468557074
0.914382458,0.914382458,-0.457191229,0.2914382458,0,0,0.2708873592573381,0.962611052603587
0.925152405,0.925152405,-0.4625762025,0.2925152405,0,0,0.2739961209211364,0.9617307969074143
0.935699078,0.935699078,-0.467849539,0.29356990780000003,0,0,0.2770376624389419,0.9608590602114166
0.9452216,0.9452216,-0.4726108,0.29452216000000003,0,0,0.27978146870778453,0.9600637113065543
0.954419477,0.954419477,-0.4772097385,0.2954419477,0,0,0.2824295645853604,0.9592880386245435
0.964467821,0.964467821,-0.4822339105,0.29644678210000003,0,0,0.28532005381764136,0.958432296455779
0.975295808,0.975295808,-0.487647904,0.2975295808,0,0,0.28843191071785235,0.9575004088143507
0.985690436,0.985690436,-0.492845218,0.29856904360000003,0,0,0.2914163616417006,0.9565963120185618
0.995073573,0.995073573,-0.4975367865,0.2995073573,0,0,0.2941079657849885,0.9557722032272209
1.004348926,1.004348926,-0.502174463,0.3004348926,0,0,0.2967663611017576,0.9549501175027003
